merged_score,title,batch_count,total_hit_count,category_count,query_count,avg_original_score,max_original_score,source_kinds,categories,matched_queries,url,downgrade_flags,reasons
16.3,如何申请本地管理员权限？,2,2,1,2,9.0,9.0,wiki,账号权限,权限开通 | 权限申请,https://my-ichery.feishu.cn/wiki/FlLbwD2byijRpykXriwcpiCnnQd,,跨批出现 2 | 覆盖类别 1 | 累计命中 2 | 标题强信号 2 | 包含知识库来源
16.3,如何申请国际网络chery-international访问权限,2,2,1,2,9.0,9.0,wiki,账号权限,权限申请 | 访问权限,https://my-ichery.feishu.cn/wiki/E8jlwNq6IihRW3kRivNcky1dnGE,,跨批出现 2 | 覆盖类别 1 | 累计命中 2 | 标题强信号 2 | 包含知识库来源
16.3,常见问题答疑（FAQ）,1,1,1,1,11.5,11.5,wiki,考勤,签到,https://my-ichery.feishu.cn/wiki/NaCqwCJVYi5Me4klQe3c9AqFnJg,,跨批出现 1 | 覆盖类别 1 | 累计命中 1 | 标题强信号 3 | 包含知识库来源
16.1,2026 节假日一览表,1,3,2,2,14.0,14.0,docs,加班与调休 | 请假与假期,休假 | 调休,https://www.feishu.cn/docx/doxcnvxWoHd0RO6BgW1RBmCqh0f,,跨批出现 1 | 覆盖类别 2 | 累计命中 3 | 可读取正文
16.0,合同系统中审批人权限需要修改，或者申请某个合同审批流程的发起权限，如何处理？,1,2,1,2,13.0,13.0,wiki,账号权限,权限审批 | 系统权限,https://my-ichery.feishu.cn/wiki/Ss35wbs5Xin5TckVOm5c9RdOnUe,,跨批出现 1 | 覆盖类别 1 | 累计命中 2 | 标题强信号 3 | 包含知识库来源
15.8,离职申请,1,2,1,2,11.5,11.5,docs,薪资个税,工资 | 薪资,https://www.feishu.cn/docx/doxcnaJJUq5b0o5tRBcXF1sDXhb,,跨批出现 1 | 覆盖类别 1 | 累计命中 2 | 标题强信号 2 | 可读取正文
15.6,IP账号脚本—路遥,2,3,2,3,6.25,7.0,docs,薪资个税 | 请假与假期,休假 | 工资 | 年假,https://www.feishu.cn/docx/POykdf4B7o2aOExHWhwczdXMnrg,正文限流,跨批出现 2 | 覆盖类别 2 | 累计命中 3
15.4,SSO-接入开通信息标准,2,2,2,2,6.5,6.5,wiki,账号权限 | 邮箱与应用,SSO | 开通权限,https://my-ichery.feishu.cn/wiki/QbejwN2SMiiQsDkiOpycZxkQnte,,跨批出现 2 | 覆盖类别 2 | 累计命中 2 | 包含知识库来源
15.4,CGBOM系统账号,2,2,2,2,6.5,6.5,wiki,账号权限 | 邮箱与应用,系统权限 | 系统账号,https://my-ichery.feishu.cn/wiki/FvqVwJqh6ikSoSkYhhEcQ7oUnVg,,跨批出现 2 | 覆盖类别 2 | 累计命中 2 | 包含知识库来源
15.4,短信站内信文案,2,2,2,2,6.5,6.5,wiki,密码与账号 | 考勤,找回密码 | 签到,https://my-ichery.feishu.cn/wiki/JE2IwTbV1iLx5JkqyuRctLxonlg,,跨批出现 2 | 覆盖类别 2 | 累计命中 2 | 包含知识库来源
15.4,对胖东来模式的思考,2,2,2,2,6.5,6.5,wiki,请假与假期 | 餐补福利,年假 | 福利,https://my-ichery.feishu.cn/wiki/D7ivwNlGTinAXaknJbOcFjJ4nWf,,跨批出现 2 | 覆盖类别 2 | 累计命中 2 | 包含知识库来源
15.4,个人垫支采购的费用如何借款，如何进行冲销操作,2,2,2,1,6.5,6.5,wiki,发票 | 报销,发票报销,https://my-ichery.feishu.cn/wiki/XsRHwKWvviZALDkr2OfcujmXntb,,跨批出现 2 | 覆盖类别 2 | 累计命中 2 | 包含知识库来源
15.4,AU 澳大利亚 Australia,2,2,2,2,6.5,6.5,wiki,社保公积金 | 餐补福利,社保 | 福利,https://my-ichery.feishu.cn/wiki/Ikx6wFsrViWZBPk2H1DcCFIpn9e,,跨批出现 2 | 覆盖类别 2 | 累计命中 2 | 包含知识库来源
15.4,SDC三期数据库设计.docx,2,2,2,2,6.5,6.5,wiki,入职 | 社保公积金,入职办理 | 社保,https://my-ichery.feishu.cn/wiki/VmM0wlpywipGrXk2O3IcxrXBn8g,,跨批出现 2 | 覆盖类别 2 | 累计命中 2 | 包含知识库来源
15.1,新人指引,1,2,2,2,14.0,14.0,wiki,加班与调休 | 请假与假期,加班 | 请假,https://my-ichery.feishu.cn/wiki/JI6Sw6qKtiqISyk10mMcMfyGngd,,跨批出现 1 | 覆盖类别 2 | 累计命中 2 | 标题强信号 1 | 包含知识库来源
15.1,新人指引,1,2,2,2,14.0,14.0,wiki,加班与调休 | 请假与假期,加班 | 请假,https://my-ichery.feishu.cn/wiki/WYqdwgLHzi3M72kx9v3cor5bnZT,,跨批出现 1 | 覆盖类别 2 | 累计命中 2 | 标题强信号 1 | 包含知识库来源
14.9,当年度累计薪资数据导入指南1,1,6,2,6,20.0,20.0,wiki,社保公积金 | 薪资个税,个税 | 公积金 | 工资 | 社保 | 社保缴纳 | 薪资,https://my-ichery.feishu.cn/wiki/F4Viwyzc4iJI01kpi8VcVQo2nSb,弱噪声标题 -6,跨批出现 1 | 覆盖类别 2 | 累计命中 6 | 标题强信号 1 | 包含知识库来源 | 查询覆盖 6
14.9,月間スケジュール管理,1,2,2,1,12.5,12.5,docs,加班与调休 | 请假与假期,调休,https://www.feishu.cn/docx/BMhOdF7uHoIAiUxIFyYcRVznnXb,,跨批出现 1 | 覆盖类别 2 | 累计命中 2 | 可读取正文
14.8,CJLR安防业务说明书,2,3,2,3,9.05,11.1,docs,IT报修 | 账号权限,开通权限 | 权限开通 | 设备故障,https://www.feishu.cn/docx/WREtdAJikoymj9xXxUQcbl2Hngr,弱噪声标题 -6,跨批出现 2 | 覆盖类别 2 | 累计命中 3 | 可读取正文 | 正文强信号 2
14.4,集团培训签到与评估码,2,2,2,2,2.5,2.5,docs,考勤 | 账号权限,权限申请 | 签到,https://www.feishu.cn/docx/YmhfdbfDYo6t1ex50S5cwgVCn6p,正文限流,跨批出现 2 | 覆盖类别 2 | 累计命中 2
14.4,奇瑞通勤班车温馨提示,2,2,2,2,5.5,5.5,docs,发票 | 报销,发票 | 报销,https://www.feishu.cn/docx/X9H3d9FJRoVz49xbYhycQidenoc,正文限流,跨批出现 2 | 覆盖类别 2 | 累计命中 2
14.4,招聘启事,2,2,2,2,5.5,5.5,docs,薪资个税 | 餐补福利,福利 | 薪资,https://www.feishu.cn/docx/doxcnvjyCz7jVfTlWfNq29fZ9zh,正文限流,跨批出现 2 | 覆盖类别 2 | 累计命中 2
14.3,用户自助重置密码后端设计方案,2,4,1,4,8.0,9.5,wiki,密码与账号,修改密码 | 密码重置 | 忘记密码 | 重置密码,https://my-ichery.feishu.cn/wiki/MqgpwZmHVi8fkckFBGncfOIsnze,,跨批出现 2 | 覆盖类别 1 | 累计命中 4 | 包含知识库来源
14.1,3.1 TC账号&项目权限管理,2,2,1,2,9.0,9.0,wiki,账号权限,权限开通 | 账号权限,https://my-ichery.feishu.cn/wiki/HfZGwm6BnipPPGkTkzpc69Swnog,,跨批出现 2 | 覆盖类别 1 | 累计命中 2 | 标题强信号 1 | 包含知识库来源
14.1,账号申请管理,2,2,1,2,6.5,6.5,wiki,账号权限,账号开通 | 账号权限,https://my-ichery.feishu.cn/wiki/J4SrwNHwwiiCOLkO8PRcNYZRnm4,,跨批出现 2 | 覆盖类别 1 | 累计命中 2 | 标题强信号 1 | 包含知识库来源
14.1,2026年1月加班申请.xls,2,2,1,2,6.5,6.5,wiki,加班与调休,加班 | 加班申请,https://my-ichery.feishu.cn/wiki/KdUSwHscwiX1i7kxk2wc1CFAnLg,,跨批出现 2 | 覆盖类别 1 | 累计命中 2 | 标题强信号 1 | 包含知识库来源
14.1,A06.SAP HR用户反馈问题解答合集,1,3,2,2,13.0,13.0,wiki,加班与调休 | 请假与假期,休假 | 调休,https://my-ichery.feishu.cn/wiki/VkH1wzFVXiThc9kPX8icxbDundK,,跨批出现 1 | 覆盖类别 2 | 累计命中 3 | 包含知识库来源
14.1,Apollo 项目功能开发计划,1,3,2,2,13.0,13.0,wiki,加班与调休 | 请假与假期,产假 | 调休,https://my-ichery.feishu.cn/wiki/WbziwRtJWi5dKwk7RsVcn479nGh,,跨批出现 1 | 覆盖类别 2 | 累计命中 3 | 包含知识库来源
13.9,当年度累计薪资数据导入2,1,7,2,7,19.0,19.0,wiki,社保公积金 | 薪资个税,个税 | 五险一金 | 公积金 | 工资 | 社保 | 社保缴纳 | 薪资,https://my-ichery.feishu.cn/wiki/JipuwlrI6iZ8yXkASoOcO1vlnPg,弱噪声标题 -6,跨批出现 1 | 覆盖类别 2 | 累计命中 7 | 包含知识库来源 | 查询覆盖 7
13.8,3.1.5 离职权限转移,1,2,1,2,13.0,13.0,wiki,账号权限,权限开通 | 访问权限,https://my-ichery.feishu.cn/wiki/YP2AwK9YgiYuT2kviEKcPWCBn1c,,跨批出现 1 | 覆盖类别 1 | 累计命中 2 | 标题强信号 2 | 包含知识库来源
13.6,新员工入职,1,2,1,2,11.5,11.5,docs,入职,入职 | 新员工入职,https://www.feishu.cn/docx/UNYMdY4Voo5YPtxfRE8cPamPnwh,,跨批出现 1 | 覆盖类别 1 | 累计命中 2 | 标题强信号 1 | 可读取正文
13.3,海行云工作日常,2,4,1,4,7.0,8.5,docs,账号权限,开通权限 | 权限开通 | 系统权限 | 账号权限,https://www.feishu.cn/docx/R6QudejIoorfKTxM46FcAf5Cneb,正文限流,跨批出现 2 | 覆盖类别 1 | 累计命中 4
13.1,网络学院常见问题备忘（FAQ）,1,1,1,1,8.0,8.0,docs,邮箱与应用,飞书应用,https://www.feishu.cn/docx/OzV7dUWOJoEBc3xkiFhc9OPWnyg,正文限流,跨批出现 1 | 覆盖类别 1 | 累计命中 1 | 标题强信号 2
12.9,系统管理,1,2,2,2,11.5,11.5,wiki,密码与账号 | 邮箱与应用,找回密码 | 邮箱权限,https://my-ichery.feishu.cn/wiki/ZS9LwZpy7iLKeFkw0JacLW0Snve,,跨批出现 1 | 覆盖类别 2 | 累计命中 2 | 包含知识库来源
12.8,因公行程变动产生退票、改签费如何报销？,1,3,1,3,12.0,12.0,wiki,报销,报销 | 报销标准 | 费用报销,https://my-ichery.feishu.cn/wiki/XQcVwut4sip4TZkoQ8BcWDkanbd,,跨批出现 1 | 覆盖类别 1 | 累计命中 3 | 标题强信号 1 | 包含知识库来源
12.8,报账单关联不了2个出差申请单,1,3,1,3,9.5,9.5,wiki,差旅,出差 | 出差审批 | 差旅申请,https://my-ichery.feishu.cn/wiki/BKtmwVyKviMzutklH4AcZ2HXnDb,,跨批出现 1 | 覆盖类别 1 | 累计命中 3 | 标题强信号 1 | 包含知识库来源
12.6,变更流程业务和IT支持人员(20),1,1,1,1,11.5,11.5,wiki,IT报修,IT报修,https://my-ichery.feishu.cn/wiki/Z10Uwmme1ivAcMk53VbcsgmnnUv,,跨批出现 1 | 覆盖类别 1 | 累计命中 1 | 标题强信号 2 | 包含知识库来源
12.6,2.0账号申请流程,1,1,1,1,9.0,9.0,wiki,账号权限,账号权限,https://my-ichery.feishu.cn/wiki/GTAuwaVS8iIERbkiqd6c8yJXnje,,跨批出现 1 | 覆盖类别 1 | 累计命中 1 | 标题强信号 2 | 包含知识库来源
12.6,CGERS账号申请流程,1,1,1,1,9.0,9.0,wiki,账号权限,账号开通,https://my-ichery.feishu.cn/wiki/R8LKwILdai7G8Sku2IeciqnjnUo,,跨批出现 1 | 覆盖类别 1 | 累计命中 1 | 标题强信号 2 | 包含知识库来源
12.6,专线访问内网业务申请流程,1,1,1,1,9.0,9.0,wiki,VPN与远程办公,内网访问,https://my-ichery.feishu.cn/wiki/PVICwZWwziJ6fkkZaDcc5mi2nof,,跨批出现 1 | 覆盖类别 1 | 累计命中 1 | 标题强信号 2 | 包含知识库来源
12.6,云桌面申请流程,1,1,1,1,9.0,9.0,wiki,VPN与远程办公,内网访问,https://my-ichery.feishu.cn/wiki/XCjGwy0WriZjNqktvt3cMeOunuf,,跨批出现 1 | 覆盖类别 1 | 累计命中 1 | 标题强信号 2 | 包含知识库来源
12.6,IOT系统账号申请指南,1,1,1,1,9.0,9.0,wiki,邮箱与应用,系统账号,https://my-ichery.feishu.cn/wiki/Ez71wyaYLiODLJkCkricr31Mnwc,,跨批出现 1 | 覆盖类别 1 | 累计命中 1 | 标题强信号 2 | 包含知识库来源
12.6,零件号申请流程（新号）系统操作,1,1,1,1,9.0,9.0,wiki,邮箱与应用,系统账号,https://my-ichery.feishu.cn/wiki/FMtPw7a6giIqbdk7UlocBwKCnC2,,跨批出现 1 | 覆盖类别 1 | 累计命中 1 | 标题强信号 2 | 包含知识库来源
12.4,部门规章制度,1,1,1,1,10.0,10.0,docs,考勤,考勤,https://www.feishu.cn/docx/C7mWdnkpuo7x3nxyqdicDvt5nFg,,跨批出现 1 | 覆盖类别 1 | 累计命中 1 | 标题强信号 1 | 可读取正文
11.9,控股OA密码如何自助更改,2,2,1,2,6.5,6.5,wiki,密码与账号,修改密码 | 密码重置,https://my-ichery.feishu.cn/wiki/VUJAwV8HriZWWakgxKNcYCn2ndd,,跨批出现 2 | 覆盖类别 1 | 累计命中 2 | 包含知识库来源
11.9,门户登录页用什么账号和密码登录?,2,2,1,2,6.5,6.5,wiki,密码与账号,忘记密码 | 找回密码,https://my-ichery.feishu.cn/wiki/AovswBe6gizjGDkomclc9jcOnTe,,跨批出现 2 | 覆盖类别 1 | 累计命中 2 | 包含知识库来源
11.9,飞书应用FAQ,1,1,1,1,9.0,9.0,wiki,邮箱与应用,飞书应用,https://my-ichery.feishu.cn/wiki/DnazwR9vgiJhZckJyT7ccdLmnbe,,跨批出现 1 | 覆盖类别 1 | 累计命中 1 | 标题强信号 1 | 包含知识库来源
11.9,星途EX7产品盲定及预售FAQ,1,1,1,1,9.0,9.0,wiki,餐补福利,补贴,https://my-ichery.feishu.cn/wiki/XnGJw2Y8mipgYLktBDHcwKA7nNR,,跨批出现 1 | 覆盖类别 1 | 累计命中 1 | 标题强信号 1 | 包含知识库来源
11.6,飞书如何IT自助报修,1,2,1,2,10.5,10.5,wiki,IT报修,IT报修 | IT自助服务,https://my-ichery.feishu.cn/wiki/VPVPwxV2ci54odkJslNcLiNvnVh,,跨批出现 1 | 覆盖类别 1 | 累计命中 2 | 标题强信号 1 | 包含知识库来源
11.6,如何申请新电脑？,1,2,1,2,8.0,8.0,wiki,IT报修,IT报修 | IT自助服务,https://my-ichery.feishu.cn/wiki/Gn4MwaRHNipTAukdCSxcWfK3nIf,,跨批出现 1 | 覆盖类别 1 | 累计命中 2 | 标题强信号 1 | 包含知识库来源
11.6,如何申请公共邮箱,1,2,1,2,8.0,8.0,wiki,邮箱与应用,企业邮箱 | 邮箱申请,https://my-ichery.feishu.cn/wiki/UG4iwHglBicSuDkz927cYIZOnlc,,跨批出现 1 | 覆盖类别 1 | 累计命中 2 | 标题强信号 1 | 包含知识库来源
11.6,住宿或交通超过标准如何报销？,1,2,1,2,10.5,10.5,wiki,报销,报销 | 报销标准,https://my-ichery.feishu.cn/wiki/KDlBwsscGi2ypRkinqYcvdpknen,,跨批出现 1 | 覆盖类别 1 | 累计命中 2 | 标题强信号 1 | 包含知识库来源
11.6,新员工入职培训,1,2,1,2,7.5,7.5,wiki,入职,入职 | 新员工入职,https://my-ichery.feishu.cn/wiki/Big0wPSubielFVkgWPbcJnxDnyg,,跨批出现 1 | 覆盖类别 1 | 累计命中 2 | 标题强信号 1 | 包含知识库来源
11.6,墨甲机器人-海外差旅流程事项,1,1,1,1,10.5,10.5,docs,差旅,差旅,https://www.feishu.cn/docx/GqKBdKAQLoqro4xyg2zc5YaAnbe,正文限流,跨批出现 1 | 覆盖类别 1 | 累计命中 1 | 标题强信号 2
11.6,入职指南,1,1,1,1,10.5,10.5,docs,入职,入职,https://www.feishu.cn/docx/doxcnyzM1jOYaHHvJF6BtyrXpjb,正文限流,跨批出现 1 | 覆盖类别 1 | 累计命中 1 | 标题强信号 2
10.6,【国际】-APP API接口协议(APP云)-V1.0.2.doc,2,3,2,3,9.0,11.5,wiki,VPN与远程办公 | 密码与账号,忘记密码 | 找回密码 | 远程权限,https://my-ichery.feishu.cn/wiki/TwPtwgmIZiE1aSkdjtUcvUZDnDe,弱噪声标题 -6,跨批出现 2 | 覆盖类别 2 | 累计命中 3 | 包含知识库来源
10.6,增值税电子发票要不要填税率税额？,1,3,1,3,9.5,9.5,wiki,发票,发票 | 发票申请 | 电子发票,https://my-ichery.feishu.cn/wiki/IHHuwAUBwi1Yv4kiygac5LMDnUc,,跨批出现 1 | 覆盖类别 1 | 累计命中 3 | 包含知识库来源
10.4,IT自助报修后如何自行关闭工单,1,1,1,1,11.5,11.5,wiki,IT报修,IT报修,https://my-ichery.feishu.cn/wiki/BXEPwPGVEiidrqk68ducBswXnne,,跨批出现 1 | 覆盖类别 1 | 累计命中 1 | 标题强信号 1 | 包含知识库来源
10.4,IOT 标准、规范、流程,1,1,1,1,11.5,11.5,wiki,IT报修,设备故障,https://my-ichery.feishu.cn/wiki/HcRlwOqdhihztSk0WdocRjw2nVD,,跨批出现 1 | 覆盖类别 1 | 累计命中 1 | 标题强信号 1 | 包含知识库来源
10.4,ABOM工程师作业指导手册,1,1,1,1,9.0,9.0,wiki,IT报修,设备故障,https://my-ichery.feishu.cn/wiki/RRCPwAILQiwH6ZkqWuAc6Afhnmh,,跨批出现 1 | 覆盖类别 1 | 累计命中 1 | 标题强信号 1 | 包含知识库来源
10.4,咨询故障报单流程,1,1,1,1,9.0,9.0,wiki,IT报修,服务台,https://my-ichery.feishu.cn/wiki/LEgFwqEgQi12isk07RbcDZNCnLd,,跨批出现 1 | 覆盖类别 1 | 累计命中 1 | 标题强信号 1 | 包含知识库来源
10.4,7.点击管理 找不到提交到工作流程按钮.docx,1,1,1,1,9.0,9.0,wiki,IT报修,提交工单,https://my-ichery.feishu.cn/wiki/J0IUwKKAvihdLskShc9cbVynnvY,,跨批出现 1 | 覆盖类别 1 | 累计命中 1 | 标题强信号 1 | 包含知识库来源
10.4,审批流程,1,1,1,1,9.0,9.0,wiki,IT报修,提交工单,https://my-ichery.feishu.cn/wiki/YzwbwkiiviP0ZmkasEJcJgEHn4f,,跨批出现 1 | 覆盖类别 1 | 累计命中 1 | 标题强信号 1 | 包含知识库来源
10.4,3.1.1 TC账号申请,1,1,1,1,6.5,6.5,wiki,账号权限,账号权限,https://my-ichery.feishu.cn/wiki/PO4swg0mEim8XkkGiCgcVknhnmh,,跨批出现 1 | 覆盖类别 1 | 累计命中 1 | 标题强信号 1 | 包含知识库来源
10.4,DFMEA系统角色权限对应功能有哪些？,1,1,1,1,9.0,9.0,wiki,账号权限,系统权限,https://my-ichery.feishu.cn/wiki/QinowkRfTiKT01k2ZF3cQ1SYnic,,跨批出现 1 | 覆盖类别 1 | 累计命中 1 | 标题强信号 1 | 包含知识库来源
10.4,如何查看自己电脑是否有管理员权限,1,1,1,1,9.0,9.0,wiki,账号权限,访问权限,https://my-ichery.feishu.cn/wiki/YClXwVPWQi3SA7kLvBEcRNotnte,,跨批出现 1 | 覆盖类别 1 | 累计命中 1 | 标题强信号 1 | 包含知识库来源
10.4,新建ADA权限,1,1,1,1,9.0,9.0,wiki,账号权限,访问权限,https://my-ichery.feishu.cn/wiki/FYGMwCG7iiCI2WkuDh5cziQSnI5,,跨批出现 1 | 覆盖类别 1 | 累计命中 1 | 标题强信号 1 | 包含知识库来源
10.4,对公报销时选择不到供应商银行账号或者选择不到供应商信息,1,1,1,1,9.0,9.0,wiki,账号权限,账号开通,https://my-ichery.feishu.cn/wiki/Fkonw7F2piEUAbkyy5gcR7Hinsh,,跨批出现 1 | 覆盖类别 1 | 累计命中 1 | 标题强信号 1 | 包含知识库来源
10.4,提交OA银行账号维护申请后，RPA反馈银行联行号不正确如何操作？,1,1,1,1,6.5,6.5,wiki,账号权限,账号开通,https://my-ichery.feishu.cn/wiki/Zl76wd4vmi9sTDkJog6csazKnxf,,跨批出现 1 | 覆盖类别 1 | 累计命中 1 | 标题强信号 1 | 包含知识库来源
10.4,如何申请devops平台帐号？,1,1,1,1,6.5,6.5,wiki,账号权限,账号开通,https://my-ichery.feishu.cn/wiki/LIMpwSk99iAgXwkD24wcFcfBnRd,,跨批出现 1 | 覆盖类别 1 | 累计命中 1 | 标题强信号 1 | 包含知识库来源
10.4,云桌面使用指南,1,1,1,1,9.0,9.0,wiki,VPN与远程办公,内网访问,https://my-ichery.feishu.cn/wiki/OlD3wWysviBsP8k5noKcpeLYnDh,,跨批出现 1 | 覆盖类别 1 | 累计命中 1 | 标题强信号 1 | 包含知识库来源
10.4,Apollo Android 项目新人指引,1,1,1,1,9.0,9.0,wiki,VPN与远程办公,内网访问,https://my-ichery.feishu.cn/wiki/OnPbwKJ1oibQGmk1JUecZai5nPh,,跨批出现 1 | 覆盖类别 1 | 累计命中 1 | 标题强信号 1 | 包含知识库来源
10.4,APP操作手册,1,1,1,1,9.0,9.0,wiki,VPN与远程办公,远程权限,https://my-ichery.feishu.cn/wiki/WHLowfHRcieB6Fkq6hAcWso7nRe,,跨批出现 1 | 覆盖类别 1 | 累计命中 1 | 标题强信号 1 | 包含知识库来源
10.4,内外饰供应商通讯录及对应负责人,1,1,1,1,9.0,9.0,wiki,邮箱与应用,企业邮箱,https://my-ichery.feishu.cn/wiki/RnZywk2VliLLkJk9yQrcxirPnSe,,跨批出现 1 | 覆盖类别 1 | 累计命中 1 | 标题强信号 1 | 包含知识库来源
10.4,VPN申请清单-珍岛.xlsx,1,1,1,1,6.5,6.5,wiki,VPN与远程办公,VPN,https://my-ichery.feishu.cn/wiki/S3HzwJmpqi8cTXkkKsQcUVi1npg,,跨批出现 1 | 覆盖类别 1 | 累计命中 1 | 标题强信号 1 | 包含知识库来源
10.4,内网间访问业务安全评估申请表v4.1.xlsx,1,1,1,1,6.5,6.5,wiki,VPN与远程办公,内网访问,https://my-ichery.feishu.cn/wiki/CdbdwWlG2iYq86k7HoOcTR5Dnlf,,跨批出现 1 | 覆盖类别 1 | 累计命中 1 | 标题强信号 1 | 包含知识库来源
10.4,如何申请/注销域账号、飞书账号、邮箱账号？,1,1,1,1,6.5,6.5,wiki,邮箱与应用,邮箱申请,https://my-ichery.feishu.cn/wiki/OGmtwEwPKilShmkjvY3cBJrenHb,,跨批出现 1 | 覆盖类别 1 | 累计命中 1 | 标题强信号 1 | 包含知识库来源
10.4,赛道二参赛指南：场景创新·驱动业务（团队赛）,1,1,1,1,9.0,9.0,wiki,邮箱与应用,飞书应用,https://my-ichery.feishu.cn/wiki/MHBTwBsZ8iNVAVk0IqhcfiXXnTg,,跨批出现 1 | 覆盖类别 1 | 累计命中 1 | 标题强信号 1 | 包含知识库来源
10.4,单点登录配置场景&流程,1,1,1,1,9.0,9.0,wiki,邮箱与应用,单点登录,https://my-ichery.feishu.cn/wiki/NY3gwV3NaiAb56k5iYScO4IBnRf,,跨批出现 1 | 覆盖类别 1 | 累计命中 1 | 标题强信号 1 | 包含知识库来源
10.4,流程图设计-对接单点登录,1,1,1,1,9.0,9.0,wiki,邮箱与应用,单点登录,https://my-ichery.feishu.cn/wiki/IE8Xw9dNbifW2tk6zfIcNht6nhb,,跨批出现 1 | 覆盖类别 1 | 累计命中 1 | 标题强信号 1 | 包含知识库来源
10.4,SSO登录几种场景流程图,1,1,1,1,9.0,9.0,wiki,邮箱与应用,SSO,https://my-ichery.feishu.cn/wiki/VA2QwHCShi2TCBkpEvYckJlFnVe,,跨批出现 1 | 覆盖类别 1 | 累计命中 1 | 标题强信号 1 | 包含知识库来源
10.4,sso代理IAM授权流程图,1,1,1,1,9.0,9.0,wiki,邮箱与应用,SSO,https://my-ichery.feishu.cn/wiki/JXhgwjhtiiPzO4kmrutc7Anenne,,跨批出现 1 | 覆盖类别 1 | 累计命中 1 | 标题强信号 1 | 包含知识库来源
10.4,DevOps工作指引,1,1,1,1,9.0,9.0,wiki,邮箱与应用,MFA,https://my-ichery.feishu.cn/wiki/AYbpwQBVMiadLakJ3SHc9TYRnkf,,跨批出现 1 | 覆盖类别 1 | 累计命中 1 | 标题强信号 1 | 包含知识库来源
10.4,考勤系统,1,1,1,1,9.0,9.0,wiki,考勤,考勤,https://my-ichery.feishu.cn/wiki/OUiLwMRsUilhf4kdlYbcttpwnhg,,跨批出现 1 | 覆盖类别 1 | 累计命中 1 | 标题强信号 1 | 包含知识库来源
10.4,2025考勤,1,1,1,1,9.0,9.0,wiki,考勤,考勤,https://my-ichery.feishu.cn/wiki/DVIxwlzWRiWt70kcSNocQzuAnud,,跨批出现 1 | 覆盖类别 1 | 累计命中 1 | 标题强信号 1 | 包含知识库来源
10.4,飞书云文档内存如何申请扩容？,1,1,1,1,6.5,6.5,wiki,邮箱与应用,飞书应用,https://my-ichery.feishu.cn/wiki/Ntfow3bumiD6CJkSPKocQybhnsf,,跨批出现 1 | 覆盖类别 1 | 累计命中 1 | 标题强信号 1 | 包含知识库来源
10.4,报销填单问题,1,1,1,1,9.0,9.0,wiki,报销,报销,https://my-ichery.feishu.cn/wiki/BEztwS31oiAePOkmPO6cwr9Tncb,,跨批出现 1 | 覆盖类别 1 | 累计命中 1 | 标题强信号 1 | 包含知识库来源
10.4,报销作为固定资产管理的车辆需要哪些资料？,1,1,1,1,9.0,9.0,wiki,报销,报销标准,https://my-ichery.feishu.cn/wiki/Actfwr5LZiMbhlkP8ascZzmrnJH,,跨批出现 1 | 覆盖类别 1 | 累计命中 1 | 标题强信号 1 | 包含知识库来源
10.4,A03.01.SAP HR操作指南-信息类型介绍,1,1,1,1,9.0,9.0,wiki,薪资个税,工资,https://my-ichery.feishu.cn/wiki/JIOkwEkFxiIykYk74EjcBMgynoh,,跨批出现 1 | 覆盖类别 1 | 累计命中 1 | 标题强信号 1 | 包含知识库来源
10.4,C03-M-01整车产品开发手册C.0.pdf,1,1,1,1,9.0,9.0,wiki,薪资个税,税务申报,https://my-ichery.feishu.cn/wiki/QMBiwmavfiBx56kR6dicsTfDnve,,跨批出现 1 | 覆盖类别 1 | 累计命中 1 | 标题强信号 1 | 包含知识库来源
10.4,奇瑞数据合规制度体系,1,1,1,1,9.0,9.0,wiki,餐补福利,福利,https://my-ichery.feishu.cn/wiki/Yiabw3Ue9ieSiikr7LEccwFOnLe,,跨批出现 1 | 覆盖类别 1 | 累计命中 1 | 标题强信号 1 | 包含知识库来源
10.4,数据跨境要求指引,1,1,1,1,9.0,9.0,wiki,餐补福利,福利,https://my-ichery.feishu.cn/wiki/YZ8nwnLMmi6vnhkrMkVcCyxNnkg,,跨批出现 1 | 覆盖类别 1 | 累计命中 1 | 标题强信号 1 | 包含知识库来源
10.4,入职必看,1,1,1,1,9.0,9.0,wiki,入职,入职,https://my-ichery.feishu.cn/wiki/WKrUwEBhfizt8pkBYwHcaf1enye,,跨批出现 1 | 覆盖类别 1 | 累计命中 1 | 标题强信号 1 | 包含知识库来源
10.4,Apollo iOS 项目新员工指引,1,1,1,1,9.0,9.0,wiki,入职,新员工入职,https://my-ichery.feishu.cn/wiki/NSNkwlEcOixfA5kLX7PcmMOVnoc,,跨批出现 1 | 覆盖类别 1 | 累计命中 1 | 标题强信号 1 | 包含知识库来源
10.4,新人入职文档梳理责任表,1,1,1,1,9.0,9.0,wiki,入职,新员工入职,https://my-ichery.feishu.cn/wiki/Kknqw2MF3iOuRckt2h3cXK8fnfc,,跨批出现 1 | 覆盖类别 1 | 累计命中 1 | 标题强信号 1 | 包含知识库来源
10.4,赛道一参赛指南：知识共享·全员共创（个人赛）,1,1,1,1,9.0,9.0,wiki,入职,新员工入职,https://my-ichery.feishu.cn/wiki/PeF7w0Otjii1dmk5umcc1eiUnOh,,跨批出现 1 | 覆盖类别 1 | 累计命中 1 | 标题强信号 1 | 包含知识库来源
